,profile_educ,profile_gender,profile_homeown,profile_hhincome,profile_marital,dem_age_r_x,profile_region9,pid_x,presapp_track,presapp_job,presapp_jobstr,presapp_job_x,presapp_econ,presapp_econstr,presapp_econ_x,presapp_foreign,presapp_foreignstr,presapp_foreign_x,presapp_health,presapp_healthstr,presapp_health_x,presapp_war,presapp_warstr,presapp_war_x,libcpre_self,libcpre_choose,libcpre_dpc,libcpre_rpc,libcpre_ptyd,libcpre_ptyr,libcpo_self,libcpo_selfch,libcpo_hdc,libcpo_hrc,paprofile_libcon_self,paprofile_libcon_pres
1662,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,80,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,6. Conservative,-1. Inapplicable,7. Extremely conservative,4. Moderate; middle of the road,6. Conservative,1. Extremely liberal,-2. Haven't thought much {do not probe},2. Conservative,5. Slightly conservative,-8. Don't know,-1. Inapplicable,-1. Inapplicable
1663,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,65,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,-2. Haven't thought much about this,2. Conservative,4. Moderate; middle of the road,1. Extremely liberal,4. Moderate; middle of the road,1. Extremely liberal,4. Moderate; middle of the road,2. Conservative,6. Conservative,2. Liberal,-1. Inapplicable,-1. Inapplicable
1664,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-2,-1. Inapplicable,3. Independent-Democrat,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,-9. Refused,-1. Inapplicable,-9. Refused,-9. Refused,-1. Inapplicable,-9. Refused,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,-2. Haven't thought much about this,2. Conservative,6. Conservative,1. Extremely liberal,7. Extremely conservative,1. Extremely liberal,4. Moderate; middle of the road,3. Moderate {VOL},5. Slightly conservative,1. Extremely liberal,-1. Inapplicable,-1. Inapplicable
1665,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,59,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Liberal,-1. Inapplicable,2. Liberal,6. Conservative,2. Liberal,6. Conservative,2. Liberal,-1. Inapplicable,2. Liberal,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1666,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,45,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Liberal,-1. Inapplicable,2. Liberal,7. Extremely conservative,3. Slightly liberal,6. Conservative,-2. Haven't thought much {do not probe},2. Conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1667,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,41,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Liberal,-1. Inapplicable,2. Liberal,7. Extremely conservative,3. Slightly liberal,7. Extremely conservative,3. Slightly liberal,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable
1668,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,41,-1. Inapplicable,-2. Missing,1. Right direction,-8. Don't know,-1. Inapplicable,-8. Don't know,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,-2. Haven't thought much about this,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,4. Moderate; middle of the road,-2. Haven't thought much {do not probe},-8. Don't know,-8. Don't know,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1669,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,37,-1. Inapplicable,3. Independent-Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,1. Liberal,2. Liberal,7. Extremely conservative,2. Liberal,7. Extremely conservative,4. Moderate; middle of the road,1. Liberal,2. Liberal,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1670,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,20,-1. Inapplicable,3. Independent-Democrat,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,4. Moderate; middle of the road,2. Conservative,5. Slightly conservative,3. Slightly liberal,4. Moderate; middle of the road,3. Slightly liberal,4. Moderate; middle of the road,1. Liberal,5. Slightly conservative,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable
1671,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,27,-1. Inapplicable,4. Independent,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,-2. Haven't thought much about this,1. Liberal,3. Slightly liberal,5. Slightly conservative,4. Moderate; middle of the road,4. Moderate; middle of the road,-2. Haven't thought much {do not probe},1. Liberal,3. Slightly liberal,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1672,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-2,-1. Inapplicable,6. Not very strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,5. Slightly conservative,2. Liberal,5. Slightly conservative,7. Extremely conservative,-1. Inapplicable,-1. Inapplicable,-8. Don't know,-1. Inapplicable,-1. Inapplicable
1673,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,42,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Liberal,-1. Inapplicable,2. Liberal,7. Extremely conservative,1. Extremely liberal,7. Extremely conservative,2. Liberal,-1. Inapplicable,-8. Don't know,-8. Don't know,-1. Inapplicable,-1. Inapplicable
1674,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,21,-1. Inapplicable,6. Not very strong Republican,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,6. Conservative,-1. Inapplicable,2. Liberal,6. Conservative,1. Extremely liberal,7. Extremely conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1675,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,32,-1. Inapplicable,6. Not very strong Republican,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,1. Liberal,6. Conservative,6. Conservative,6. Conservative,5. Slightly conservative,4. Moderate; middle of the road,2. Conservative,-1. Inapplicable,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable
1676,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,48,-1. Inapplicable,6. Not very strong Republican,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,2. Liberal,5. Slightly conservative,1. Extremely liberal,5. Slightly conservative,6. Conservative,-1. Inapplicable,2. Liberal,6. Conservative,-1. Inapplicable,-1. Inapplicable
1677,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,32,-1. Inapplicable,6. Not very strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,1. Extremely liberal,6. Conservative,6. Conservative,-1. Inapplicable,2. Liberal,6. Conservative,-1. Inapplicable,-1. Inapplicable
1678,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,48,-1. Inapplicable,6. Not very strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,5. Slightly conservative,-1. Inapplicable,2. Liberal,5. Slightly conservative,2. Liberal,5. Slightly conservative,5. Slightly conservative,-1. Inapplicable,2. Liberal,3. Slightly liberal,-1. Inapplicable,-1. Inapplicable
1679,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,44,-1. Inapplicable,2. Not very strong Democract,-8. Don't know,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,1. Liberal,3. Slightly liberal,5. Slightly conservative,1. Extremely liberal,7. Extremely conservative,4. Moderate; middle of the road,3. Moderate {VOL},4. Moderate; middle of the road,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable
1680,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,75,-1. Inapplicable,2. Not very strong Democract,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,5. Slightly conservative,-1. Inapplicable,3. Slightly liberal,4. Moderate; middle of the road,2. Liberal,3. Slightly liberal,5. Slightly conservative,-1. Inapplicable,-8. Don't know,3. Slightly liberal,-1. Inapplicable,-1. Inapplicable
1681,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,39,-1. Inapplicable,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,5. Slightly conservative,-1. Inapplicable,2. Liberal,6. Conservative,1. Extremely liberal,6. Conservative,6. Conservative,-1. Inapplicable,2. Liberal,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable
1682,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,18,-1. Inapplicable,5. Independent-Republican,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-2. Haven't thought much about this,1. Liberal,3. Slightly liberal,5. Slightly conservative,2. Liberal,6. Conservative,-2. Haven't thought much {do not probe},1. Liberal,3. Slightly liberal,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable
1683,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,25,-1. Inapplicable,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,5. Slightly conservative,2. Liberal,6. Conservative,6. Conservative,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable
1684,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,53,-1. Inapplicable,4. Independent,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,-2. Haven't thought much about this,1. Liberal,2. Liberal,6. Conservative,2. Liberal,5. Slightly conservative,-2. Haven't thought much {do not probe},2. Conservative,-1. Inapplicable,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable
1685,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,53,-1. Inapplicable,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,1. Extremely liberal,5. Slightly conservative,6. Conservative,-1. Inapplicable,-8. Don't know,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable
1686,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,66,-1. Inapplicable,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,2. Liberal,6. Conservative,2. Liberal,6. Conservative,-2. Haven't thought much {do not probe},2. Conservative,4. Moderate; middle of the road,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable
1687,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,27,-1. Inapplicable,3. Independent-Democrat,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Liberal,-1. Inapplicable,2. Liberal,3. Slightly liberal,3. Slightly liberal,4. Moderate; middle of the road,3. Slightly liberal,-1. Inapplicable,5. Slightly conservative,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable
1688,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,18,-1. Inapplicable,-2. Missing,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,-2. Haven't thought much about this,3. Moderate {VOL},3. Slightly liberal,4. Moderate; middle of the road,4. Moderate; middle of the road,5. Slightly conservative,"-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)",-1. Inapplicable,-1. Inapplicable
1689,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,36,-1. Inapplicable,3. Independent-Democrat,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1690,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,23,-1. Inapplicable,3. Independent-Democrat,2. Wrong track,-8. Don't know,-1. Inapplicable,-8. Don't know,1. Approve,2. Not strongly,2. Approve not strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,1. Approve,2. Not strongly,2. Approve not strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,4. Moderate; middle of the road,-8. Don't know,6. Conservative,5. Slightly conservative,4. Moderate; middle of the road,3. Slightly liberal,6. Conservative,-1. Inapplicable,-8. Don't know,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable
1691,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,61,-1. Inapplicable,6. Not very strong Republican,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,-8. Don't know,-1. Inapplicable,-8. Don't know,-8. Don't know,-1. Inapplicable,-8. Don't know,1. Approve,1. Strongly,1. Approve strongly,-2. Haven't thought much about this,-8. Don't know,4. Moderate; middle of the road,4. Moderate; middle of the road,3. Slightly liberal,3. Slightly liberal,-2. Haven't thought much {do not probe},-8. Don't know,-8. Don't know,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1692,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,66,-1. Inapplicable,1. Strong Democrat,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-2. Haven't thought much about this,2. Conservative,7. Extremely conservative,1. Extremely liberal,7. Extremely conservative,1. Extremely liberal,4. Moderate; middle of the road,2. Conservative,3. Slightly liberal,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1693,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,67,-1. Inapplicable,6. Not very strong Republican,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,-2. Haven't thought much about this,1. Liberal,2. Liberal,4. Moderate; middle of the road,2. Liberal,4. Moderate; middle of the road,3. Slightly liberal,-1. Inapplicable,2. Liberal,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable
1694,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,50,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,-2. Haven't thought much about this,-8. Don't know,4. Moderate; middle of the road,7. Extremely conservative,4. Moderate; middle of the road,7. Extremely conservative,4. Moderate; middle of the road,1. Liberal,4. Moderate; middle of the road,6. Conservative,-1. Inapplicable,-1. Inapplicable
1695,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,80,-1. Inapplicable,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,4. Moderate; middle of the road,2. Conservative,2. Liberal,5. Slightly conservative,2. Liberal,5. Slightly conservative,5. Slightly conservative,-1. Inapplicable,4. Moderate; middle of the road,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable
1696,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,39,-1. Inapplicable,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Liberal,-1. Inapplicable,1. Extremely liberal,6. Conservative,2. Liberal,6. Conservative,6. Conservative,-1. Inapplicable,5. Slightly conservative,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable
1697,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,23,-1. Inapplicable,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,1. Strongly,1. Approve strongly,3. Slightly liberal,-1. Inapplicable,2. Liberal,6. Conservative,2. Liberal,6. Conservative,4. Moderate; middle of the road,1. Liberal,2. Liberal,-8. Don't know,-1. Inapplicable,-1. Inapplicable
1698,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,55,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Liberal,-1. Inapplicable,6. Conservative,2. Liberal,6. Conservative,2. Liberal,-2. Haven't thought much {do not probe},1. Liberal,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1699,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,75,-1. Inapplicable,1. Strong Democrat,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,4. Moderate; middle of the road,2. Conservative,7. Extremely conservative,2. Liberal,5. Slightly conservative,1. Extremely liberal,-2. Haven't thought much {do not probe},2. Conservative,2. Liberal,-8. Don't know,-1. Inapplicable,-1. Inapplicable
1700,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,31,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,1. Liberal,4. Moderate; middle of the road,7. Extremely conservative,2. Liberal,7. Extremely conservative,"-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)",-1. Inapplicable,-1. Inapplicable
1701,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,44,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,-2. Haven't thought much about this,2. Conservative,7. Extremely conservative,1. Extremely liberal,6. Conservative,1. Extremely liberal,-2. Haven't thought much {do not probe},2. Conservative,2. Liberal,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
1702,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,41,-1. Inapplicable,1. Strong Democrat,-8. Don't know,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,6. Conservative,2. Liberal,5. Slightly conservative,4. Moderate; middle of the road,2. Conservative,3. Slightly liberal,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable
1703,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,58,-1. Inapplicable,4. Independent,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-2. Haven't thought much about this,-8. Don't know,4. Moderate; middle of the road,5. Slightly conservative,2. Liberal,5. Slightly conservative,4. Moderate; middle of the road,3. Moderate {VOL},4. Moderate; middle of the road,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable
