reportnumber,origin,filerid,filertype,filername,firstname,middleinitial,lastname,office,legislativedistrict,position,party,jurisdiction,jurisdictioncounty,jurisdictiontype,electionyear,amount,recordtype,fromdate,thrudate,debtdate,code,description,vendorname,vendoraddress,vendorcity,vendorstate,vendorzip
100401146,B.3,DUNSH  291,Candidate,DUNSHEE HANS M,HANS,M,DUNSHEE,STATE REPRESENTATIVE,PUBLIC LANDS COMMISSIONER,,,DEMOCRAT,"NATURAL RESOURCES, DEPT OF",,Statewide,2012,225,DEBT,11/1/10,11/30/10,11/30/10,Operation and Overhead,EST. NOVEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100401136,B.3,CLIBJ  040,Candidate,CLIBBORN JUDITH R,JUDITH,R,CLIBBORN,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,1539.75,DEBT,12/1/10,12/31/10,12/31/10,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST STE 819,SEATTLE,WA
100401341,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,PUBLIC LANDS COMMISSIONER,,,DEMOCRAT,"NATURAL RESOURCES, DEPT OF",,Statewide,2012,225,DEBT,11/1/10,11/30/10,11/30/10,Operation and Overhead,EST. NOVEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100310762,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100401121,B.3,CARLR  119,Candidate,CARLYLE REUVEN M,REUVEN,M,CARLYLE,STATE REPRESENTATIVE,PUBLIC LANDS COMMISSIONER,,,DEMOCRAT,"NATURAL RESOURCES, DEPT OF",,Statewide,2012,225,DEBT,11/1/10,11/30/10,11/30/10,Operation and Overhead,EST. NOVEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100401360,B.3,RYU C  133,Candidate,RYU CINDY S,CINDY,S,RYU,STATE REPRESENTATIVE,PUBLIC LANDS COMMISSIONER,,,DEMOCRAT,"NATURAL RESOURCES, DEPT OF",,Statewide,2012,225,DEBT,11/1/10,11/30/10,11/30/10,Operation and Overhead,EST. NOVEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100303478,B.3,EIDET  003,Candidate,EIDE TRACEY J,TRACEY,J,EIDE,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100303151,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100314731,B.3,GREGC  507,Candidate,GREGOIRE CHRISTINE O,CHRISTINE,O,GREGOIRE,GOVERNOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100319314,B.3,GREGC  507,Candidate,GREGOIRE CHRISTINE O,CHRISTINE,O,GREGOIRE,GOVERNOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100319618,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100315236,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100303841,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100314998,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100298485,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100314807,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100314808,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100319694,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100315233,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100298971,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100298975,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100300744,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100321886,B.3,MCINJ  115,Candidate,MCINTIRE JAMES L,JAMES,L,MCINTIRE,STATE TREASURER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100328515,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100298995,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100328711,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100298487,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100328692,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100300858,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100323688,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100324292,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100301159,B.3,EIDET  003,Candidate,EIDE TRACEY J,TRACEY,J,EIDE,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100301295,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100323475,B.3,GREGC  507,Candidate,GREGOIRE CHRISTINE O,CHRISTINE,O,GREGOIRE,GOVERNOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100324490,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100351903,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100332463,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100352155,B.3,GREGC  507,Candidate,GREGOIRE CHRISTINE O,CHRISTINE,O,GREGOIRE,GOVERNOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100333474,B.3,GREGC  507,Candidate,GREGOIRE CHRISTINE O,CHRISTINE,O,GREGOIRE,GOVERNOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100340881,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100333014,B.3,MCINJ  115,Candidate,MCINTIRE JAMES L,JAMES,L,MCINTIRE,STATE TREASURER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100340114,B.3,MCINJ  115,Candidate,MCINTIRE JAMES L,JAMES,L,MCINTIRE,STATE TREASURER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100346104,B.3,MCINJ  115,Candidate,MCINTIRE JAMES L,JAMES,L,MCINTIRE,STATE TREASURER,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,10/1/09,10/31/09,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100351304,B.3,MCINJ  115,Candidate,MCINTIRE JAMES L,JAMES,L,MCINTIRE,STATE TREASURER,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,2/1/10,2/28/10,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100351985,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,2/1/10,2/28/10,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100355455,B.3,GREGC  507,Candidate,GREGOIRE CHRISTINE O,CHRISTINE,O,GREGOIRE,GOVERNOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,175,DEBT,11/1/09,11/30/09,4/30/09,Operation and Overhead,TREASURY- APRIL,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100355909,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,STATE SENATOR,3,,DEMOCRAT,LEG DISTRICT 03 - SENATE,SPOKANE,Legislative,2012,250,DEBT,1/1/10,1/31/10,1/22/10,Operation and Overhead,COMPUTER REPAIR/DIAGNOSIS,DENTONE.NET,1215 S GLENN ROAD ,SPOKANE VALLEY,WA
100337978,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100337977,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100361106,B.3,GREGC  507,Candidate,GREGOIRE CHRISTINE O,CHRISTINE,O,GREGOIRE,GOVERNOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100345807,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100348845,B.3,GREGC  507,Candidate,GREGOIRE CHRISTINE O,CHRISTINE,O,GREGOIRE,GOVERNOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,10/1/09,10/31/09,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100365929,B.3,GREGC  507,Candidate,GREGOIRE CHRISTINE O,CHRISTINE,O,GREGOIRE,GOVERNOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,10/1/09,10/31/09,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100347481,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,300,DEBT,12/1/09,12/31/09,12/31/09,Operation and Overhead,TREASURY-DEC,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100347485,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,10/1/09,10/31/09,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100348165,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,10/1/09,10/31/09,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100357755,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,10/1/09,10/31/09,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100360842,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,10/1/09,10/31/09,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100360064,B.3,MCINJ  115,Candidate,MCINTIRE JAMES L,JAMES,L,MCINTIRE,STATE TREASURER,PUBLIC LANDS COMMISSIONER,,,DEMOCRAT,"NATURAL RESOURCES, DEPT OF",,Statewide,2012,150,DEBT,11/1/09,11/30/09,11/30/09,Operation and Overhead,TREASURY-NOV,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100366453,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,175,DEBT,11/1/09,11/30/09,4/30/09,Operation and Overhead,TREASURY- APRIL,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100366454,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,175,DEBT,11/1/09,11/30/09,4/30/09,Operation and Overhead,TREASURY- APRIL,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100348860,B.3,GREGC  507,Candidate,GREGOIRE CHRISTINE O,CHRISTINE,O,GREGOIRE,GOVERNOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,10/1/09,10/31/09,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100334254,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100366437,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,10/1/09,10/31/09,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100335423,B.3,MCINJ  115,Candidate,MCINTIRE JAMES L,JAMES,L,MCINTIRE,STATE TREASURER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100366438,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,10/1/09,10/31/09,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100371214,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,10/1/09,10/31/09,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100335629,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100377400,B.3,GREGC  507,Candidate,GREGOIRE CHRISTINE O,CHRISTINE,O,GREGOIRE,GOVERNOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,175,DEBT,11/1/09,11/30/09,4/30/09,Operation and Overhead,TREASURY- APRIL,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100372792,B.3,GREGC  507,Candidate,GREGOIRE CHRISTINE O,CHRISTINE,O,GREGOIRE,GOVERNOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,10/1/09,10/31/09,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100382516,B.3,GREGC  507,Candidate,GREGOIRE CHRISTINE O,CHRISTINE,O,GREGOIRE,GOVERNOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,10/1/09,10/31/09,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100336719,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100383394,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,640,DEBT,2/1/10,2/28/10,10/29/08,Operation and Overhead,DISPLAY AD IN BEACON HILL NEWS,PACIFIC PUBLISHING COMPANY,PO BOX 80156 ,SEATTLE,WA
100390183,B.3,GREGC  507,Candidate,GREGOIRE CHRISTINE O,CHRISTINE,O,GREGOIRE,GOVERNOR,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,640,DEBT,2/1/10,2/28/10,10/29/08,Operation and Overhead,DISPLAY AD IN BEACON HILL NEWS,PACIFIC PUBLISHING COMPANY,PO BOX 80156 ,SEATTLE,WA
100336720,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
100383436,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,640,DEBT,2/1/10,2/28/10,10/29/08,Operation and Overhead,DISPLAY AD IN BEACON HILL NEWS,PACIFIC PUBLISHING COMPANY,PO BOX 80156 ,SEATTLE,WA
100391472,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,640,DEBT,2/1/10,2/28/10,10/29/08,Operation and Overhead,DISPLAY AD IN BEACON HILL NEWS,PACIFIC PUBLISHING COMPANY,PO BOX 80156 ,SEATTLE,WA
100390272,B.3,PRENM  178,Candidate,PRENTICE MARGARITA L,MARGARITA,L,PRENTICE,STATE SENATOR,STATE SENATOR,3,,DEMOCRAT,LEG DISTRICT 03 - SENATE,SPOKANE,Legislative,2012,300,DEBT,10/1/10,10/31/10,10/31/10,Operation and Overhead,OCTOBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100382356,B.3,MCINJ  115,Candidate,MCINTIRE JAMES L,JAMES,L,MCINTIRE,STATE TREASURER,STATE SENATOR,11,,DEMOCRAT,LEG DISTRICT 11 - SENATE,KING,Legislative,2012,225,DEBT,10/1/09,10/31/09,2/28/09,Operation and Overhead,TREASURY - FEBRUARY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100389695,B.3,MCINJ  115,Candidate,MCINTIRE JAMES L,JAMES,L,MCINTIRE,STATE TREASURER,PUBLIC LANDS COMMISSIONER,,,DEMOCRAT,"NATURAL RESOURCES, DEPT OF",,Statewide,2012,225,DEBT,9/1/10,9/30/10,9/30/10,Operation and Overhead,EST. SEPTEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100396697,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,STATE SENATOR,3,,DEMOCRAT,LEG DISTRICT 03 - SENATE,SPOKANE,Legislative,2012,300,DEBT,12/1/10,12/31/10,12/31/10,Operation and Overhead,DECEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
